bc,bcm,bcode,bname,hd,mbc,oc,sca,sc,st
185.75,178.00,ME,Mechanical Engineering,1210 . Panimalar Engineering College,182.50,188.75,121.00,157.50,147.25
137.50,123.25,ME,Mechanical Engineering,2736 . Dr.N G P Institute Of Technology,122.00,151.75,,85.75,
128.50,129.75,EE,Electrical And Electronics Engineering,5017 . University College Of Engineering- Ramanathapuram,130.75,137.75,,122.00,
,,XM,Mechanical Engineering (Tm),5022 . University College Of Engineering- Dindigul,,94.75,,,
,,CS,Computer Science And Engineering,1436 . A.R. Engineering College,,122.25,,,
,,CS,Computer Science And Engineering,5919 . St.Michael College Of Engineering & Technology,,107.75,,,
185.25,162.25,CS,Computer Science And Engineering,2709 . Institute Of Road And Transport Technology,182.00,188.25,169.00,145.75,
,,EE,Electrical And Electronics Engineering,2767 . SRG Engineering College,,91.75,,,
,,EE,Electrical And Electronics Engineering,2646 . Tagore Institute Of Engineering And Technology,,99.25,,,
185.50,169.00,EC,Electronics And Comm. Engineering,2618 . Sona College Of Technology,181.75,188.50,159.75,139.50,144.75
182.00,180.25,ME,Mechanical Engineering,2722 . Sri Krishna College Of Technology (AUT),175.00,184.25,115.75,140.00,
87.75,,CS,Computer Science And Engineering,2614 . S.S.M. College Of Engineering,108.50,116.50,,,
,,EE,Electrical And Electronics Engineering,2606 . Jayam College Of Engineering And Technology,,97.00,,,
,,CE,Civil Engineering,2617 . Sengunthar Engineering College,,86.50,,,
,,CS,Computer Science And Engineering,1423 . Asan Memorial College Of Engineering And Technology,,107.50,,,
101.75,119.50,EC,Electronics And Comm. Engineering,5921 . Syed Ammal Engineering College,106.75,121.50,,105.50,
,,CE,Civil Engineering,5913 . R.V.S. College Of Engineering,,90.50,,,
94.25,86.50,EE,Electrical And Electronics Engineering,2609 . Mahendra Engineering College,78.50,105.00,,,
,,ME,Mechanical Engineering,1511 . Ranippettai Engineering College,,95.25,,,
,,CS,Computer Science And Engineering,4998 . Mahakavi Bharathiyar College Of Engineering And Technology,,137.50,,,
89.25,,EE,Electrical And Electronics Engineering,4991 . Kalasalingam Institute Of Technology,84.50,97.25,,93.75,
86.00,93.50,ME,Mechanical Engineering,2652 . Al-Ameen Engineering College,79.00,98.50,,,
,,EC,Electronics And Comm. Engineering,2772 . C M S College Of Engineering And Technology,,91.00,,,
103.00,113.25,ME,Mechanical Engineering,1414 . Prince Shri Venkateshwara Padmavathy Engineering College,89.75,132.50,,107.25,
,,ME,Mechanical Engineering,5533 . KIR & Kim Technical Campus,,91.25,,,
,,CE,Civil Engineering,1313 . SMK Fomra Institute Of Technology,,128.00,,,
,,EC,Electronics And Comm. Engineering,4952 . C.S.I. Institute Of Technology,,90.00,,,
,,EC,Electronics And Comm. Engineering,5990 . Latha Mathavan Engineering College,,96.25,,,
,,EE,Electrical And Electronics Engineering,1417 . Shri Andal Alagar College Of Engineering,,90.00,,,
87.50,119.50,ME,Mechanical Engineering,2357 . V.S.B. College Of Engineering Technical Campus,98.25,132.25,,,
,,EE,Electrical And Electronics Engineering,4976 . Infant Jesus College Of Engineering,,97.50,,,
90.00,,CE,Civil Engineering,1520 . Kingston Engineering College,82.25,135.75,,106.00,
,,ME,Mechanical Engineering,2666 . The Kavery College Of Engineering,,87.00,,,
88.25,,EE,Electrical And Electronics Engineering,2673 . Sree Sakthi Engineering College,82.75,100.50,,,
194.00,190.75,CS,Computer Science And Engineering,1219 . Sri Venkateswara College Of Engineering (AUT),192.00,195.00,137.50,176.00,133.00
,,CE,Civil Engineering,1452 . Peri Institute Of Technology,82.00,82.50,77.50,,
,,EE,Electrical And Electronics Engineering,1525 . Podhigai College Of Engineering And Technology,,96.25,,,
139.50,,CS,Computer Science And Engineering,2328 . K S R Institute For Engineering And Technology,128.50,159.25,,,
141.00,147.00,ME,Mechanical Engineering,2740 . Hindusthan Institute Of Technology,131.75,152.50,,83.00,
,,EC,Electronics And Comm. Engineering,4677 . Lourdes Mount College Of Engineering And Technology,,86.00,,,
194.00,191.25,ME,Mechanical Engineering,2712 . Kumaraguru College Of Technology (AUT),191.25,194.50,168.50,179.00,176.75
137.75,127.00,EC,Electronics And Comm. Engineering,2736 . Dr.N G P Institute Of Technology,105.50,152.50,,103.75,
,,EE,Electrical And Electronics Engineering,2704 . Coimbatore Institute Of Engineering And Technology,,98.00,,,
165.25,111.50,CS,Computer Science And Engineering,2608 . M.Kumarasamy College Of Engineering (AUT),130.75,175.50,,93.50,
92.25,112.50,EC,Electronics And Comm. Engineering,2611 . Paavai Engineering College (AUT),88.25,150.50,,,
,,EE,Electrical And Electronics Engineering,2643 . Bharathiyar Institute Of Engineering For Women,,121.25,,,
,,CS,Computer Science And Engineering,1115 . Sriram Engineering College,,87.50,,,
118.25,105.75,CS,Computer Science And Engineering,2729 . Nehru Institute Of Engineering And Technology,96.75,139.50,,128.25,
,,CS,Computer Science And Engineering,5502 . Sri Raaja Raajan College Of Engineering And Technology,,110.75,,,
,,CE,Civil Engineering,1225 . Loyola Institute Of Technology,,89.75,,,
,,EC,Electronics And Comm. Engineering,1510 . Priyadarshini Engineering College,,101.00,,,
,,ME,Mechanical Engineering,2761 . United Institute Of Technology,,83.75,,,
125.00,118.50,CS,Computer Science And Engineering,1452 . Peri Institute Of Technology,115.25,145.50,,78.75,
97.00,89.00,ME,Mechanical Engineering,4670 . Rohini College Of Engineering And Technology,90.00,123.50,,,
,,EE,Electrical And Electronics Engineering,1137 . Annai Mira College Of Engineering And Technology,,156.25,,,
190.25,191.00,EC,Electronics And Comm. Engineering,1450 . Loyola - Icam College Of Engineering And Technology,184.50,192.25,154.00,172.50,
,,EE,Electrical And Electronics Engineering,2753 . PPG Institute Of Technology,,135.00,,,
,,EC,Electronics And Comm. Engineering,2758 . J K K Munirajah College Of Technology,,85.75,,,
194.50,191.75,CS,Computer Science And Engineering,2712 . Kumaraguru College Of Technology (AUT),191.75,195.00,169.00,174.50,127.50
106.75,103.50,CS,Computer Science And Engineering,4993 . Loyola Institute Of Technology And Science,90.75,125.50,,,
,,CS,Computer Science And Engineering,2730 . Maharaja Institute Of Technology,,108.25,,,
187.50,186.25,ME,Mechanical Engineering,4974 . Government College Of Engineering - Tirunelveli,182.75,190.50,150.50,169.50,163.00
177.50,170.00,ME,Mechanical Engineering,2618 . Sona College Of Technology,175.00,181.50,140.50,131.50,139.75
96.25,135.25,CE,Civil Engineering,2741 . P A College Of Engineering And Technology,,139.00,,,
,,CE,Civil Engineering,1501 . Adhiparasakthi College Of Engineering,,88.25,,,
,,CE,Civil Engineering,1335 . Sri Krishna Institute Of Technology,,86.25,,,
,,ME,Mechanical Engineering,2640 . Jayalakshmi Institute Of Technology,,81.75,,,
94.25,,ME,Mechanical Engineering,1242 . Sree Sastha College Of Engineering,,101.00,,,
158.50,148.25,EC,Electronics And Comm. Engineering,2723 . Velalar College Of Engineering And Technology (AUT),121.00,178.75,113.75,112.50,
196.25,194.25,EM,Electronics And Comm. Engineering (SS),2007 . Coimbatore Institute Of Technology (Aut),194.50,196.75,177.00,186.50,137.75
86.00,,CE,Civil Engineering,2768 . Park College Of Technology,91.25,101.00,,,
,,CS,Computer Science And Engineering,1503 . Arulmigu Meenakshi Amman College Of Engineering,,107.75,,,
,,ME,Mechanical Engineering,1423 . Asan Memorial College Of Engineering And Technology,,100.75,,,
160.25,161.00,CS,Computer Science And Engineering,5530 . SSM  Institute Of Engineering And Technology,142.75,165.00,,,
,,CE,Civil Engineering,2747 . Shree Venkateshwara Hi-Tech Engineering College,,89.75,,,
94.00,128.75,EC,Electronics And Comm. Engineering,1414 . Prince Shri Venkateshwara Padmavathy Engineering College,99.50,140.25,,122.00,
,,EE,Electrical And Electronics Engineering,2758 . J K K Munirajah College Of Technology,,81.25,,,
,,CS,Computer Science And Engineering,4949 . PSN Institute Of Technology And Science,,90.00,,,
,,EC,Electronics And Comm. Engineering,4928 . MAR Ephraem College Of Engineering And Technology,,103.50,,,
175.75,155.00,CS,Computer Science And Engineering,1140 . Jeppiaar Institute Of Technology,167.75,180.00,,124.25,
145.00,,EE,Electrical And Electronics Engineering,2723 . Velalar College Of Engineering And Technology (AUT),130.25,174.75,,118.25,
143.75,149.50,CE,Civil Engineering,1324 . Sri Sai Ram Institute Of Technology,142.75,153.25,,116.25,
,,EC,Electronics And Comm. Engineering,2648 . Annapoorana Engineering College,,94.75,,,
151.50,144.75,EE,Electrical And Electronics Engineering,1509 . Meenakshi College Of Engineering,150.00,164.25,,104.50,
168.00,92.75,EC,Electronics And Comm. Engineering,2725 . Sri Ramakrishna Institute Of Technology,138.00,174.50,,91.00,
,,EE,Electrical And Electronics Engineering,2638 . Mahendra Engineering College For Women,,96.75,,,
,,CS,Computer Science And Engineering,2755 . Sri Ramanathan Engineering College,,84.25,,,
,,CE,Civil Engineering,1212 . Rajiv Gandhi College Of Engineering,,98.25,,,
182.00,180.25,CS,Computer Science And Engineering,1419 . Sri Sairam Engineering College,175.25,187.00,102.75,145.00,
86.25,120.00,CE,Civil Engineering,4944 . Arunachala College Of Engineering For Women,,126.75,,,
,,CE,Civil Engineering,2602 . Annai Mathammal Sheela Engineering College,,93.25,,,
,,ME,Mechanical Engineering,2772 . C M S College Of Engineering And Technology,,86.75,,,
,,CS,Computer Science And Engineering,2638 . Mahendra Engineering College For Women,,93.00,,,
99.75,87.25,EE,Electrical And Electronics Engineering,1123 . Gojan School Of Business And Technology,95.75,105.25,,,
,,ME,Mechanical Engineering,1507 . Ganadipathy Tulsi's Jain Engineering College,,91.25,,,
,,ME,Mechanical Engineering,2341 . Ganesh College Of Engineering,,83.75,,,
,,EC,Electronics And Comm. Engineering,2647 . J.K.K. Nattraja College Of Engineering And Technology,,91.25,,,
86.75,105.75,CS,Computer Science And Engineering,2610 . Muthayammal Engineering College (AUT),78.00,135.00,,,
179.25,168.25,EC,Electronics And Comm. Engineering,1324 . Sri Sai Ram Institute Of Technology,171.75,182.25,,140.50,
187.75,175.00,EC,Electronics And Comm. Engineering,1306 . Jeppiaar Engineering College,184.25,189.50,132.25,162.50,
93.00,,EE,Electrical And Electronics Engineering,2735 . Karpagam Institute Of Technology,92.00,122.25,,,
130.50,119.75,ME,Mechanical Engineering,1316 . Agni College Of Technology,133.00,163.50,,109.50,
88.00,,EE,Electrical And Electronics Engineering,2621 . Er.Perumal Manimekalai College Of Engineering,84.75,112.00,,96.25,
184.00,179.75,ME,Mechanical Engineering,1211 . Rajalakshmi Engineering College,178.00,186.00,108.50,152.75,124.75
,,EE,Electrical And Electronics Engineering,2632 . Mahendra Institute Of Technology,,84.00,,,
192.00,189.00,ME,Mechanical Engineering,2718 . Sri Krishna College Of Engineering & Technology (AUT),187.50,192.75,153.50,168.50,122.25
108.75,128.75,CS,Computer Science And Engineering,1505 . C.Abdul Hakeem College Of Engineering And Technology,99.25,145.25,,85.25,
105.50,109.50,ME,Mechanical Engineering,2622 . V.S.B. Engineering College,94.50,151.75,,,
,,CS,Computer Science And Engineering,2659 . Salem College Of Engineering And Technology,,86.25,,,
85.75,,ME,Mechanical Engineering,4676 . Renganayagi Varatharaj College Of Engineering,89.75,113.25,,,
,,CE,Civil Engineering,2642 . P.S.V.College Of Engineering And Technology,,86.75,,,
,,CS,Computer Science And Engineering,2346 . Shree Sathyam College Of Engineering And Technology,,102.75,,,
,,CS,Computer Science And Engineering,2646 . Tagore Institute Of Engineering And Technology,,86.00,,,
,,EE,Electrical And Electronics Engineering,2652 . Al-Ameen Engineering College,,85.00,,,
90.50,,EE,Electrical And Electronics Engineering,5903 . K.L.N.College Of Information Technology,,91.25,,,
,,ME,Mechanical Engineering,1443 . Lord Ayyappa Institute Of Engineering And Technology,,85.50,,,
92.25,95.75,EE,Electrical And Electronics Engineering,4994 . J P College Of Engineering,90.00,107.25,,,
,,EC,Electronics And Comm. Engineering,1424 . Dhaanish Ahmed College Of Engineering,,88.75,,,
,,EE,Electrical And Electronics Engineering,5922 . Vickram College Of Engineering,,131.50,,,
124.75,140.50,CE,Civil Engineering,2736 . Dr.N G P Institute Of Technology,122.50,146.25,,140.75,
,,ME,Mechanical Engineering,1406 . DR.Pauls Engineering College,,112.00,,,
179.50,171.00,EC,Electronics And Comm. Engineering,1422 . Valliammai Engineering College,171.75,182.50,,148.50,
152.75,147.00,EC,Electronics And Comm. Engineering,1307 . Jerusalem College Of Engineering,145.75,159.50,,97.00,
135.75,143.50,EC,Electronics And Comm. Engineering,4917 . Sethu Institute Of Technology (AUT),85.75,154.00,110.00,,
,,EC,Electronics And Comm. Engineering,2714 . Maharaja Engineering College,,162.50,,,
,,EE,Electrical And Electronics Engineering,4929 . M.E.T Engineering College,,134.75,,,
,,CS,Computer Science And Engineering,1406 . DR.Pauls Engineering College,,158.25,,,
,,EE,Electrical And Electronics Engineering,1517 . Thirumalai Engineering College,,93.50,,,
90.75,,CE,Civil Engineering,2624 . Gnanamani College Of Technology,82.25,95.75,,,
92.00,,EE,Electrical And Electronics Engineering,4864 . V V College Of Engineering,,96.75,,,
,,CS,Computer Science And Engineering,2743 . Dhanalakshmi Srinivasan College Of Engineering,,101.00,,,
,,CS,Computer Science And Engineering,4929 . M.E.T Engineering College,,112.00,,,
,,EC,Electronics And Comm. Engineering,5720 . Sri Subramanya College Of Engineering And Technology,,95.50,,,
196.00,196.25,ME,Mechanical Engineering,5008 . Thiagarajar College Of Engineering (AUT),194.25,196.75,183.00,187.50,168.00
91.00,109.50,ME,Mechanical Engineering,1230 . Apollo Engineering College,87.75,122.00,,,
170.50,169.00,ME,Mechanical Engineering,5910 . PSNA College Of Engineering And Technology,157.00,176.25,111.75,134.75,
189.25,185.25,EE,Electrical And Electronics Engineering,5901 . A.C.College Of Engineering And Technology (AUT),186.00,191.00,162.00,173.00,151.75
,,EC,Electronics And Comm. Engineering,2658 . V S A Educational And Charitable Trust's Group Of Institutions,,99.25,,,
191.50,190.25,ME,Mechanical Engineering,1317 . St.Joseph's College Of Engineering,187.75,192.75,162.25,171.00,
,,EE,Electrical And Electronics Engineering,5911 . P.T.R.College Of Engineering And Technology,,88.25,,,
,,EE,Electrical And Electronics Engineering,2716 . Park College Of Engineering And Technology,,100.75,,,
149.00,132.00,CS,Computer Science And Engineering,2734 . S N S College Of Engineering,102.00,155.50,,97.50,
,,CE,Civil Engineering,5533 . KIR & Kim Technical Campus,,84.00,,,
,,EC,Electronics And Comm. Engineering,2743 . Dhanalakshmi Srinivasan College Of Engineering,,96.50,,,
,,EC,Electronics And Comm. Engineering,1217 . Sree Sastha Institute Of Engineering And Technology,,104.75,,,
131.75,110.50,CS,Computer Science And Engineering,2740 . Hindusthan Institute Of Technology,108.50,145.50,137.25,99.00,
159.50,109.75,CS,Computer Science And Engineering,2736 . Dr.N G P Institute Of Technology,141.50,168.00,,155.50,
,,CE,Civil Engineering,2355 . Cheran College Of Engineering,,101.50,,,
177.75,167.25,ME,Mechanical Engineering,1419 . Sri Sairam Engineering College,171.00,182.25,155.50,141.25,131.00
,,CS,Computer Science And Engineering,4932 . Immanuel Arasar J J College Of Engineering,,141.00,,,
,,ME,Mechanical Engineering,1449 . Saraswathy College Of Engineering & Technology,,81.00,,,
92.25,,ME,Mechanical Engineering,1407 . G.K.M. College Of Engineering And Technology,97.50,130.00,,87.00,
,,EC,Electronics And Comm. Engineering,1507 . Ganadipathy Tulsi's Jain Engineering College,,88.50,,,
,,EE,Electrical And Electronics Engineering,4982 . Vins Christian College Of Engineering,,97.50,,,
,,CE,Civil Engineering,2302 . Sri Shanmugha College Of Engineering And Technology,,99.00,,,
197.00,195.25,ME,Mechanical Engineering,2007 . Coimbatore Institute Of Technology (Aut),195.50,197.25,191.25,188.50,178.00
,,EE,Electrical And Electronics Engineering,1421 . V.R.S. College Of Engineering And Technology,,95.00,,,
95.75,103.00,EC,Electronics And Comm. Engineering,1504 . Arunai Engineering College,97.00,132.25,,91.25,
,,EC,Electronics And Comm. Engineering,2717 . Sasurie College Of Engineering,,93.50,,,
